,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,RF3,Mkt
197412,-9.4846,-8.6456,-8.6741,-8.7096,-11.1568,-6.7166,-6.9349,-6.5314,-7.0545,-6.3148,-5.5169,-4.2389,-4.4623,-5.1271,-7.2084,-5.789,-2.7719,-4.7483,-2.882,-9.6487,-3.499,-1.2487,-0.554,-1.7404,-1.548,0.583333333,-2.75
197501,32.9643,32.9279,34.5598,33.5673,38.4245,27.1939,29.9165,29.9818,29.908,32.5207,24.8923,27.1611,23.4341,25.1792,32.3325,19.2446,23.2175,24.684,25.978,34.193,12.5079,15.4609,18.6927,21.1755,19.0615,0.606666667,14.24
197502,7.7502,6.0814,4.261,4.0503,5.7493,12.0285,6.4488,1.8001,3.0003,1.4853,6.9365,3.8073,3.5424,5.4289,3.9896,7.113,2.8634,2.3509,3.7008,2.5561,8.9423,2.5481,2.7009,3.3446,0.6574,0.57,5.99
197503,11.0091,12.4116,11.5015,9.6257,12.2789,7.3481,7.4521,7.787,7.0263,8.4906,7.6657,7.3794,4.2429,7.415,6.8064,6.5777,7.0851,4.9955,5.615,5.6068,4.5778,2.826,1.4253,4.1701,3.9582,0.473333333,3.07
197504,6.5618,6.552,3.4188,2.9631,2.0794,6.2474,3.7028,2.2794,1.2759,2.6534,6.5388,4.8542,5.0936,2.6095,2.0365,6.8853,2.8631,2.4936,5.3851,4.5157,6.2344,3.0714,2.8044,4.9302,8.9769,0.426666667,4.67
197505,12.2973,10.2021,8.624,8.344,7.6031,11.0127,7.8757,6.6921,7.8148,7.0901,6.2638,7.0236,4.7339,8.5398,2.6563,8.3363,5.7453,5.4776,5.0908,9.0923,5.6437,8.4712,4.9285,1.4249,1.6792,0.43,5.63
197506,7.8249,9.0105,8.5827,9.1949,9.1791,10.8351,6.792,8.2061,8.7802,4.2308,5.5356,6.0295,7.2658,6.3731,5.0313,5.1465,7.8681,6.4782,9.7451,8.4705,5.5047,7.0235,7.7858,7.5054,5.6495,0.43,5.24
197507,-0.4476,0.847,0.0897,2.4853,1.9488,-3.6822,-3.4795,-2.4634,-3.3001,-4.532,-4.7926,-3.2477,-3.8829,-3.5927,-5.9906,-6.9378,-5.6753,-4.4748,-4.7475,-6.0693,-7.2983,-5.6833,-4.8956,-6.4171,-0.5539,0.443333333,-6.11
197508,-6.1884,-6.2201,-4.5698,-5.1315,-6.4775,-4.6436,-4.3825,-5.0821,-4.2516,-7.9079,-3.3413,-3.5293,-3.4141,-4.1899,-5.353,-4.6337,-3.8284,-2.878,-2.0392,-0.4165,-2.4663,-1.9709,-1.7149,1.2056,-3.999,0.456666667,-2.37
197509,-6.0086,-2.8156,-3.0734,-2.7745,-3.6851,-3.2637,-3.6832,-3.4845,-3.3936,-5.149,-4.9567,-3.1325,-3.7469,-3.9507,-3.4128,-4.237,-3.4409,-3.6914,-3.8167,-4.1974,-4.8874,-2.4884,-2.8655,-3.4318,-5.8563,0.496666667,-3.73
197510,0.3446,0.5799,1.875,0.8486,-0.0705,1.8534,4.3635,1.5259,3.6511,4.3928,1.7355,3.2471,3.7335,4.9702,0.5423,5.7401,5.517,6.9303,5.0334,6.385,6.31,5.001,5.4886,7.4864,3.7122,0.523333333,5.87
197511,0.7559,1.0637,0.907,1.5571,2.4768,0.6398,3.2042,2.0112,4.318,3.4549,1.2801,3.1219,4.4341,3.9256,0.9148,2.6628,3.9485,3.8413,7.2436,5.462,2.4345,2.9646,5.0604,2.182,4.5867,0.5,3.06
197512,-0.5634,-0.541,-1.0945,-0.3046,-0.3198,-2.2795,-0.9577,0.5878,-0.523,-2.0862,-0.701,-0.5623,0.6871,-0.3162,4.0642,-1.9599,0.9626,0.3424,-0.8246,-0.3372,-2.0042,0.229,0.7201,-0.0138,4.6302,0.483333333,-1.12
197601,15.1458,18.4189,21.8065,22.0111,26.1954,13.9402,16.8666,18.0005,22.149,27.2227,16.0952,15.4869,17.5134,18.9852,22.7976,12.8054,14.1258,16.4641,18.2573,23.6877,10.7969,13.0893,13.8212,16.7152,15.9503,0.453333333,12.63
197602,9.2373,10.6444,13.1232,15.7171,21.2794,8.7278,6.2848,7.3588,8.2785,12.0535,4.7283,3.7867,5.2672,7.5363,13.2557,1.313,3.2591,3.7448,5.4182,5.0252,-1.7634,1.9532,0.2587,-1.2567,10.1119,0.43,0.66
197603,3.9652,2.0237,2.6983,2.3895,2.2354,0.7458,0.9944,0.3276,1.5894,2.7841,0.8465,1.0325,1.8568,2.1437,1.7915,0.9671,2.2403,1.0307,2.7518,6.558,1.6052,2.338,2.0097,2.6768,-2.2436,0.403333333,2.73
197604,0.5933,-0.9748,-2.5916,-0.3807,-0.7073,-1.0985,-1.2932,-0.7785,-0.9091,-1.8641,-1.162,0.3211,-0.6161,-1.0101,-0.3377,-1.4775,-1.4064,-0.3057,-2.0275,-3.7934,-1.7497,-0.8708,0.6271,-0.175,0.9428,0.386666667,-1.07
197605,-1.5848,-2.242,-1.6834,-2.2749,-4.3609,-0.8152,-1.6032,-0.3868,-2.3902,-3.7478,-1.0308,-1.3808,-1.6829,-1.4002,-3.4722,-1.7272,-1.3334,-0.7404,-2.9023,1.0701,-0.6219,-0.0867,-1.3158,-1.006,3.095,0.396666667,-0.97
197606,3.068,1.9839,2.1828,2.7427,1.1736,2.3111,2.8706,3.4398,3.0828,6.193,4.2447,4.7432,6.4718,4.5041,7.4458,3.7852,4.9273,6.8449,7.2794,5.0708,5.0307,5.6574,6.3383,6.211,3.3391,0.406666667,4.48
197607,-0.0743,-1.3108,0.5517,0.1421,0.7709,-1.0635,-0.1523,2.4752,0.3127,1.2944,-1.8653,-0.1131,0.6293,0.8459,-0.0491,-1.8018,0.4722,0.6973,1.1177,1.4715,-1.5434,0.0757,-0.6339,0.913,2.162,0.423333333,-0.6
197608,-4.8673,-1.5643,-1.3208,-1.5394,-1.8587,-4.7354,-2.1341,-2.7483,-1.0681,-1.6394,-2.9966,-1.4604,-0.8267,-0.3146,-3.4217,-2.5833,0.1421,1.0781,-0.8981,1.0745,-1.0089,-0.0048,1.5312,-0.7989,1.2647,0.44,-0.14
197609,0.4266,1.115,0.17,1.8995,0.7499,3.3488,4.1546,2.5825,3.2859,1.8537,3.4563,2.6984,2.7455,2.8378,1.0857,2.3044,2.3026,2.6314,2.901,1.5459,1.8277,2.7625,3.533,3.1299,-0.3767,0.443333333,2.5
197610,-2.607,-1.8213,-2.4802,-2.7621,-2.4398,-2.8006,-3.3632,-2.485,-1.2751,-1.0572,-3.0699,-0.6061,-1.4033,-1.0664,-3.7563,-2.7167,-1.8388,-1.3289,-1.237,-3.233,-3.0414,-2.2975,-1.8342,-3.5455,-4.4258,0.423333333,-2.01
197611,3.9798,2.0593,0.8302,2.7552,1.4486,2.9555,3.5316,3.4234,3.8595,5.5594,3.7261,3.2681,3.2386,4.4117,6.3409,4.3053,3.6199,3.5874,2.0841,1.6408,-1.0011,1.229,2.9292,2.5543,4.7951,0.416666667,0.76
197612,12.9499,9.7313,11.0297,11.3863,11.286,10.5078,9.8273,9.588,10.1484,11.907,6.7926,10.3054,8.7554,8.9829,8.6381,6.6345,7.0566,7.8296,9.6044,9.8426,5.0962,7.3412,6.7586,7.9626,7.5453,0.403333333,6.05
197701,5.9717,6.2921,4.2425,5.9581,6.9026,-0.7142,2.4855,-0.1225,2.3651,3.5433,-2.5334,-0.0696,1.0792,1.2425,0.126,-4.7092,-2.3094,-2.1786,-0.0473,1.3191,-8.1987,-3.1429,-2.0887,-3.507,-0.5731,0.386666667,-3.69
197702,1.5082,0.5666,0.1422,-0.0003,1.7947,-1.84,-1.4017,-0.4058,0.427,-1.2801,-3.4883,-1.2222,-2.18,0.4744,-2.9858,-2.7752,-1.7132,-1.9562,-1.4293,-2.4834,-1.6749,-3.2546,-1.8492,-1.8959,-0.5952,0.37,-1.6
197703,2.2517,0.0805,1.8626,1.5368,1.6529,-0.1456,0.0855,1.1837,-0.2781,0.1901,0.4867,1.2936,-0.0573,0.6421,-0.0938,-1.6989,0.4099,0.8405,0.5548,4.2683,-1.0178,-1.1185,-0.53,0.2476,0.6945,0.363333333,-0.99
197704,2.5053,0.4114,0.7744,2.9762,2.0858,1.1237,1.1757,1.3503,2.166,2.8324,0.1319,1.0869,1.9535,2.3873,2.0877,-0.455,2.076,2.6011,2.6998,2.3186,-1.1208,1.9789,1.6288,4.431,6.0648,0.37,0.53
197705,-0.6916,0.0721,0.1963,0.9429,1.5169,0.2961,-1.2616,-0.5512,0.807,-1.8492,-0.9588,-0.023,0.939,1.0102,-0.2056,-0.8565,-0.7465,-0.0971,-1.5554,-1.1863,-1.632,-1.1529,0.4812,-0.6981,-3.1291,0.376666667,-1.09
197706,5.1106,5.4987,6.8324,5.2757,5.616,7.6166,6.1102,5.9285,5.2507,8.3046,8.3241,6.1758,6.2043,4.7927,5.286,6.0061,4.9782,4.7328,4.2673,6.0834,5.8437,3.9333,3.9416,4.2994,1.4685,0.383333333,5.11
197707,1.9765,1.7046,1.8077,1.2292,2.5718,-1.2786,-0.0552,-0.8699,0.7164,0.4368,0.0017,-0.1647,-1.152,-1.1738,-0.4822,-0.9765,-2.9584,-0.6745,-0.992,-3.6283,-1.5126,-2.5105,-0.986,-1.0123,-4.6317,0.396666667,-1.27
197708,0.7227,-0.165,0.0133,-0.5589,-1.1415,0.2301,-0.978,-1.2576,-0.6271,-1.4687,1.5589,-0.9126,-0.7143,-0.8154,-1.2774,-1.181,-1.328,-2.3214,-2.2423,-3.5143,0.3801,-2.6511,-3.1581,-3.9567,-4.3387,0.42,-1.31
197709,2.5548,1.2565,2.1367,1.4545,1.4657,1.2884,0.8899,1.8212,0.0008,-0.838,1.793,1.5765,1.6447,0.5153,0.7428,0.6161,0.1537,0.6004,0.2878,-1.6051,-0.6262,-0.5348,-0.0191,-0.5351,-0.4464,0.43,0.16
197710,-3.6539,-2.0069,-2.011,-1.609,-1.7376,-4.9973,-2.4527,-3.9428,0.1988,-1.3702,-3.7587,-1.8305,-2.5067,-2.5023,-2.7459,-3.7523,-3.094,-2.513,-3.8573,-4.3834,-4.6767,-4.6642,-3.7953,-3.1253,-3.7395,0.453333333,-3.89
197711,8.9209,7.4377,7.2802,6.4526,7.8567,8.4523,9.079,9.1729,7.5155,8.1199,6.8602,7.5348,5.8292,6.2228,8.87,7.066,6.4398,6.0021,7.2562,6.738,4.602,4.5826,3.9878,3.4692,4.7546,0.473333333,4.5
197712,3.798,2.7692,3.0669,2.9373,2.1883,2.9737,1.9917,0.5014,0.6338,1.4049,1.4802,0.6278,1.3645,1.4595,0.7323,0.4858,1.0563,0.4,-0.1002,-1.1618,0.0243,0.5104,0.8498,0.0313,1.1789,0.493333333,0.76
197801,0.2343,-1.8259,-0.8075,1.1494,1.4509,-4.9301,-5.6231,-2.0055,-1.7038,-1.8168,-6.4781,-5.2136,-3.0103,-3.1733,-0.7712,-6.0547,-5.9396,-5.4552,-3.8739,-1.4562,-6.3959,-7.1053,-5.4778,-4.5391,-2.5776,0.493333333,-5.52
197802,3.036,3.3358,4.1321,3.9822,4.0424,1.6803,1.2304,0.9016,2.031,0.7259,0.9786,1.7713,1.2135,1.1272,1.5205,-0.5395,-0.1255,-0.7382,1.0127,-2.2426,-2.6642,-1.3734,-0.612,-1.3032,-3.9775,0.48,-0.92
197803,8.1205,8.2853,7.2805,7.1223,8.0161,6.1292,6.4419,7.5004,6.3305,7.4473,4.7783,5.8633,4.55,4.8874,7.6753,5.3664,4.9546,4.7995,4.9723,4.8549,3.0817,4.9677,4.1642,3.2167,3.8563,0.493333333,3.38
197804,10.3089,8.6598,8.242,7.7634,8.7172,9.7135,7.7146,8.0342,6.9829,6.8028,9.2529,8.6122,7.1912,4.9468,6.2414,8.4928,7.1309,5.5649,5.9061,8.7885,11.0608,9.1016,5.8003,5.9363,6.1672,0.51,8.42
197805,8.8942,7.3739,10.1865,9.1161,8.9138,7.1585,7.6768,5.2264,4.2778,5.2037,6.3247,5.1491,4.8664,2.1686,3.858,4.4979,4.3327,1.5118,2.452,3.4636,3.0297,2.1409,1.7072,2.1742,2.2852,0.526666667,2.27
197806,0.8198,2.5734,1.671,0.3995,1.917,-1.6891,-2.4571,0.2503,2.5656,-0.2552,-1.013,-0.9682,0.2491,0.7896,0.2042,-1.1596,-0.4575,0.113,-0.0183,-0.638,-0.8934,-1.8886,-2.0194,-0.6716,-1.3466,0.53,-1.15
197807,6.1106,5.8188,6.0006,4.3465,4.1587,7.8157,5.6075,4.8078,6.2837,6.84,6.7476,4.9449,4.2961,4.5116,4.0495,5.9541,5.6438,6.4732,5.875,10.1445,6.7331,5.0215,5.0282,4.8033,5.677,0.536666667,5.67
197808,12.0153,10.783,11.4143,10.3423,11.5361,9.5421,7.3717,8.9227,7.1834,9.1853,7.5489,8.0935,7.1139,4.9346,9.889,7.2687,6.1502,4.1614,4.6579,3.0011,2.9235,3.3345,3.9932,3.4748,1.5177,0.553333333,4.31
197809,0.7045,0.5915,-0.9008,0.7731,2.4771,-1.2357,-0.7832,-1.6772,0.5898,-1.5469,-2.8674,-0.4357,-1.2903,0.0202,-0.7833,-2.6124,-2.1604,0.2026,-0.2405,-0.9666,-2.405,-0.6715,-0.2039,-0.7105,0.4673,0.58,-0.81
197810,-24.3794,-21.7875,-20.7218,-18.3451,-19.8826,-24.9698,-18.7355,-18.8287,-14.7533,-18.1748,-19.2274,-17.8088,-14.055,-14.4888,-19.555,-15.7822,-13.2077,-13.1926,-11.9735,-14.7275,-10.6488,-10.5162,-8.9561,-9.9692,-12.5221,0.62,-11.23
197811,6.4561,5.8383,5.2623,3.9585,2.9164,11.9098,6.4584,4.8382,3.3392,6.7194,7.5966,5.615,4.4603,3.4134,3.5598,4.9304,2.8543,3.5826,2.3738,3.0514,2.4182,3.7299,3.2412,2.7221,2.9068,0.666666667,3.41
197812,2.3951,2.0857,2.5863,1.4962,-0.4706,2.921,2.8667,1.2879,1.8182,1.4396,2.5078,1.9576,0.0274,1.7722,3.4593,0.951,1.7302,1.2458,0.7305,-0.1617,1.8438,1.2418,0.1164,0.3462,-1.3783,0.72,1.66
197901,10.8606,10.7079,9.7974,10.8853,12.4037,9.0588,8.4892,8.9987,8.2631,11.0136,7.5943,7.1407,8.1318,7.1945,9.9936,5.5913,5.6682,6.5856,8.4536,6.6969,2.512,5.5094,5.3717,5.9933,9.1222,0.75,5
197902,-2.1016,-2.9118,-1.5519,-2.1095,-0.9132,-2.701,-3.138,-3.0121,-2.8349,-2.0571,-4.9368,-2.2276,-2.4091,-1.6986,-0.867,-4.0731,-3.3768,-3.2197,-3.3239,-4.0962,-4.2953,-2.8621,-2.9416,-2.4296,-2.9875,0.76,-2.83
197903,11.6435,8.3748,8.7764,7.1677,7.3075,12.6048,8.4606,9.2347,6.9633,8.8724,10.5978,8.9734,7.1865,9.3489,13.2317,7.0676,7.94,7.1961,7.6384,9.6259,5.8436,6.0228,6.0851,6.871,6.8808,0.77,6.49
197904,3.2844,3.0234,2.4487,4.3517,3.5707,1.0049,2.8296,2.1363,3.0216,2.7785,1.2565,1.1192,2.4286,1.6994,3.8683,1.4813,1.1758,1.6223,1.35,1.4363,0.547,0.0217,-0.9397,-0.0155,-1.8204,0.78,0.74
197905,-1.9492,-0.5821,-1.3297,5.2516,-0.2785,-1.9379,-1.6355,-0.3509,-0.3394,-1.4063,-3.7462,-2.7562,-0.7576,0.1337,-1.314,-0.4344,-1.555,-1.5273,-0.8918,-0.2956,-1.95,-1.2423,0.1299,0.1367,-0.7262,0.81,-1.39
197906,7.2973,5.8205,4.4749,4.1996,4.6092,7.544,5.3868,4.9149,5.2596,7.2998,3.4519,4.4939,6.2151,6.3964,5.5275,4.7642,6.6646,6.6929,7.4295,6.3791,5.0551,5.9528,5.5027,6.3574,3.205,0.81,4.66
197907,1.7535,2.3194,2.2637,2.1622,1.9949,2.0762,2.3176,3.6144,4.6855,3.4356,3.1218,3.7292,4.2958,2.1238,5.1862,1.6056,3.8779,3.2141,2.7266,3.102,1.2562,2.1685,2.95,1.5386,4.1218,0.8,1.59
197908,9.3487,8.275,6.7462,7.5592,7.1391,8.7196,9.1455,7.0851,6.3984,7.1157,9.5962,7.9573,6.3313,5.4397,7.2047,8.7524,5.9309,7.029,5.2481,7.638,7.5974,7.5934,4.6584,4.9241,4.1427,0.783333333,6.3
197909,-0.0844,-0.2268,-0.5365,0.1347,-0.1198,0.5001,-0.1284,-2.0509,-1.3732,-1.6277,1.4946,-0.2408,-1.1126,-2.9132,-1.1155,-0.1885,-0.3863,0.2764,-1.5742,-1.9786,-0.1855,0.3553,0.0931,-0.1231,-0.8638,0.79,0.01
197910,-10.5079,-9.8863,-9.6116,-9.1965,-9.2386,-9.2463,-11.0102,-11.9991,-11.7977,-12.3632,-8.3109,-8.8366,-10.3418,-7.5641,-12.5493,-8.0843,-7.7594,-7.8466,-10.0164,-10.6219,-6.2266,-7.6482,-7.5019,-7.9106,-8.173,0.823333333,-7.23
197911,9.1682,7.8046,4.9048,4.7331,3.8973,10.8712,7.6572,6.5621,7.4288,7.6786,11.7866,7.3844,6.341,6.7118,5.6771,9.6015,7.2098,7.9137,6.1094,5.6972,5.8966,6.826,6.9871,6.1645,2.7655,0.896666667,6.2
197912,12.0445,8.2384,5.8759,6.9203,5.6554,8.4627,6.1981,5.813,3.4549,4.3013,5.586,3.1639,2.9769,1.5737,8.038,4.4465,3.6806,1.8344,2.0128,3.2187,2.5778,5.4094,2.196,1.2072,2.8214,0.936666667,2.74
198001,15.3706,11.048,10.147,10.706,12.3222,7.0634,7.678,6.4282,4.2731,8.6015,5.1917,5.9774,7.0636,4.779,8.5523,6.7468,5.791,5.4286,1.2678,6.4918,2.8321,5.9087,5.2844,4.2196,9.5356,0.913333333,6.31
198002,1.7055,-0.8255,-0.6781,-0.3207,-0.7674,-1.6846,-1.1696,-2.3305,-5.4095,-1.8968,-1.7385,-3.7381,-4.6744,-4.5744,-2.859,-2.861,-2.5353,-3.4541,-5.046,-2.345,-4.6505,-2.6808,-2.2896,-2.2274,-2.2429,0.88,-0.33
198003,-21.6141,-17.6096,-16.5558,-15.1504,-15.7131,-19.3791,-16.0228,-16.4021,-13.4679,-16.4463,-14.8127,-15.2025,-15.4153,-11.1323,-18.1985,-11.8081,-13.078,-11.301,-10.2919,-13.9133,-5.6561,-9.6857,-7.8042,-8.3424,-10.7027,0.966666667,-11.69
198004,5.2103,5.2799,5.3054,4.4232,3.3991,6.3673,4.9665,6.7048,7.9139,4.0658,6.3126,6.4278,8.149,8.9358,5.6233,4.6563,6.2001,7.8755,8.6782,7.4454,4.714,3.66,5.3145,8.1212,3.6912,1.12,5.23
198005,6.9015,6.4091,7.0453,6.4338,6.5659,8.7698,10.1251,7.7836,7.894,9.8192,7.7116,7.7901,8.9943,8.1088,9.2917,8.5479,8.14,10.1734,7.2448,9.3707,6.0615,6.6506,6.7226,5.1814,6.7162,1.093333333,6.07
198006,4.8765,3.6746,3.586,3.9141,4.141,4.5098,6.2198,3.9329,5.347,2.4939,4.6433,6.0756,4.0294,5.1862,2.6004,5.0544,3.507,4.2952,2.773,4.745,1.7487,3.6842,3.2957,3.5697,1.196,0.893333333,3.67
198007,11.3248,12.3683,9.9341,8.3561,7.9497,14.4418,11.3182,9.8838,7.4605,7.5858,12.9701,8.6885,9.3781,5.9451,5.5674,11.4263,10.3377,7.9993,3.0393,4.8032,12.3091,7.9814,4.6776,4.6777,5.539,0.65,7.02
198008,11.7661,10.387,7.5213,7.9855,6.4899,8.2834,7.7123,4.3,3.2932,3.4105,7.0504,6.1727,2.0113,1.7676,1.4129,4.8161,2.5031,3.5233,0.5303,0.7069,3.3525,1.6106,1.8663,0.8953,-0.5072,0.593333333,2.44
198009,8.5535,5.3362,4.0501,3.8042,5.0741,4.5889,3.8118,3.754,0.941,1.1721,5.8138,2.9031,2.9153,1.2297,-0.5695,5.2807,4.0811,1.5462,0.5526,0.5053,4.5059,5.3641,2.9841,-0.3088,0.0379,0.64,2.94
198010,8.432,5.9433,4.05,4.2839,2.7265,7.0496,2.0923,1.228,2.7538,0.6533,2.3587,2.378,2.9073,1.6345,1.7081,1.8378,2.1625,-0.6232,-1.432,-0.1735,0.8884,1.1731,2.6711,-0.419,1.5124,0.78,2.01
198011,14.8461,6.1457,5.2138,0.907,1.7759,12.9542,6.5587,4.6519,4.6884,2.9536,10.4973,6.7001,2.7647,1.8835,0.619,11.9828,13.9573,4.9653,2.6238,0.8385,12.2638,10.5255,11.5175,4.296,2.6416,0.886666667,10.55
198012,-4.9446,-5.6117,-3.6776,-2.7416,-3.3341,-5.5933,-2.1783,-2.2068,-1.298,-0.3998,-3.6574,-3.2102,0.6433,-0.3548,-0.2424,-3.4501,-4.3387,-0.1137,1.0516,-0.0024,-0.2639,-2.1771,-0.7126,1.5488,0.0371,1.073333333,-3.21
198101,-2.0995,1.4327,3.3309,2.1633,4.2033,-4.1473,0.4906,0.4712,2.3416,4.3248,-2.7751,-0.7666,-0.2077,2.028,2.8178,-5.2584,-2.2951,-0.0212,0.7733,1.9899,-5.7543,-5.5817,-3.6321,-1.0592,2.3127,1.103333333,-4
198102,-3.0141,0.6475,0.6405,1.5398,1.8746,-0.8927,1.3502,2.856,3.1706,3.2284,1.8726,2.0529,4.1511,0.8244,1.0464,1.2713,3.515,3.8801,0.9046,3.1324,2.6773,1.3357,1.3624,3.4718,-0.7261,1.14,1.63
198103,6.8564,8.8692,8.0587,9.685,7.904,7.737,8.5032,8.2292,7.8277,7.563,8.0098,8.0357,7.6758,8.6777,5.7802,8.9271,7.0693,9.3933,7.7087,7.2229,4.0982,6.0916,4.7307,8.6325,7.6183,1.106666667,4.77
198104,2.9658,6.1435,4.2535,3.8806,5.3071,0.1876,2.9661,3.9502,2.8478,3.7216,2.3337,3.4843,1.7582,0.948,3.8242,-0.0249,-0.6219,0.4555,0.3594,1.7204,-2.2928,-0.3469,-1.5031,0.452,-2.2329,1.12,-1.02
198105,3.8299,4.6365,5.2136,2.7787,3.3566,4.8633,1.9876,2.3529,-0.051,1.8662,1.9344,3.5816,2.5991,0.8217,3.6293,3.1429,1.4321,1.9049,1.274,3.0196,0.6432,-0.449,-0.3071,3.9526,1.0342,1.146666667,1.26
198106,-4.992,0.4003,1.9323,2.9923,1.8709,-6.0364,-0.245,-0.3169,0.2696,2.3664,-3.9972,-0.3429,0.1985,2.222,1.1718,-4.6219,-1.2804,0.8208,3.1045,0.6394,-4.2096,-0.0668,1.1224,0.4279,0.8221,1.193333333,-1.01
198107,-4.0706,-3.6579,-1.9775,-1.911,-1.38,-2.5787,-3.3328,-0.5931,-1.3134,-2.1328,-1.3108,-2.038,-3.1694,-2.3058,-0.4554,1.6135,-1.4862,-2.5739,-2.6673,-3.3274,2.3753,0.5531,-3.3621,-3.2415,0.7805,1.246666667,-0.3
198108,-11.9523,-8.4908,-7.2497,-5.4234,-4.8952,-10.6846,-8.0685,-4.96,-5.1538,-5.6684,-8.2653,-6.0567,-5.58,-5.1516,-3.5922,-6.6979,-6.2051,-4.1892,-5.268,-3.3217,-7.3307,-6.5077,-6.0687,-4.4526,-1.3608,1.29,-5.75
198109,-13.629,-9.4017,-7.6858,-7.4282,-6.6979,-10.3459,-6.7029,-6.7317,-3.5983,-5.6885,-9.0749,-5.5553,-5.8503,-2.2374,-3.8791,-8.6205,-7.228,-6.1965,-3.6578,-4.4488,-7.0563,-4.9384,-5.7592,-1.9734,-4.7666,1.253333333,-5.93
198110,9.8721,7.414,7.4822,6.2774,3.4916,11.4204,6.779,7.3191,7.6698,5.9189,11.6119,5.2605,6.8244,5.9148,4.3899,9.6925,6.9976,5.3782,3.9083,3.2278,11.3396,6.7791,4.1629,4.2762,6.7382,1.243333333,6.13
198111,-2.9684,2.6421,2.1667,2.398,1.7911,1.0157,5.4243,5.1242,6.1198,5.302,0.4776,2.7973,4.8784,3.2714,5.2602,4.242,5.067,2.9232,7.3039,5.0242,2.3865,4.5743,4.4263,5.0645,6.2033,1.173333333,4.43
198112,-4.4868,-1.8866,-1.33,-1.0667,-0.9857,-1.51,-0.2774,-1.6653,-2.679,-1.8863,-1.635,-1.3113,-1.197,-1.2969,-2.6737,-2.8387,-2.0478,-1.2358,-2.2086,-2.3331,-3.2119,-2.4529,-2.3721,-2.5773,-2.9578,1.05,-2.78
198201,-2.0933,-0.2516,0.2773,-0.6103,0.3591,-5.1084,-2.9994,-3.4872,-2.764,0.1924,-6.2831,-4.3274,-4.8394,-2.0986,1.3479,-6.2932,-4.0982,-4.1049,-1.65,-2.1829,-2.1879,-3.6919,-2.7209,-1.5633,1.4064,0.913333333,-2.44
198202,-8.0424,-3.0449,-2.3967,-2.4743,-0.2017,-7.5476,-5.0935,-4.7113,-1.512,-1.3861,-8.4697,-2.6225,-1.604,-2.8776,0.4796,-7.1155,-6.3514,-3.108,-0.7934,0.2257,-9.2849,-6.2522,-2.061,-1.3444,-0.0444,0.863333333,-4.94
198203,-2.2364,-1.1416,-0.1817,-0.0741,0.4597,-3.7936,-0.0002,-1.0296,1.693,0.8987,-2.9086,0.6157,1.1156,-1.4537,3.6609,-2.9162,-1.3673,-0.4815,-0.257,0.8273,-3.5347,0.2639,-1.3358,0.7624,1.4555,0.9,-0.89
198204,6.3702,6.0291,4.8124,5.1782,4.7207,6.6837,5.881,5.7032,4.4393,4.6633,5.9503,5.757,4.5291,5.2755,4.8695,6.3726,4.6424,4.1265,3.9914,4.779,5.1844,5.3426,4.7333,3.9262,4.4754,1.01,4.4
198205,-3.215,-0.7723,-0.67,-0.5477,-0.7792,-3.6476,-4.1078,-2.7334,-1.6735,-1.7818,-4.2593,-1.9401,-3.6607,-1.5272,-1.7124,-4.6483,-4.4531,-3.7034,-4.4717,-3.4534,-5.0812,-4.2223,-3.5536,-5.6833,-2.6673,1.056666667,-2.93
198206,-6.3758,-2.6531,-2.9793,-0.3393,-1.2929,-5.318,-1.7753,-1.8922,-0.6895,-1.7605,-5.573,-1.1277,-1.151,-2.8071,-2.1992,-5.4542,-3.4266,-0.9974,-0.7206,0.5118,-4.7483,-0.718,-0.2203,-2.6185,-2.4771,1.05,-2.13
198207,-3.2078,-2.305,-0.2763,-0.6022,0.1967,-3.6337,0.5872,-0.3554,0.0615,-0.8781,-1.7062,-0.3989,-2.7292,-3.2623,-1.3034,-1.1821,-3.5339,-2.7882,-3.4183,-2.6909,-1.8695,-3.5936,-2.9855,-2.7996,-1.1922,1.023333333,-2.14
198208,3.5724,5.9607,4.9459,2.4396,3.7229,7.9766,8.5246,9.7633,7.8952,8.6767,11.1178,11.2899,11.688,11.4725,10.3689,11.9632,12.6822,10.5542,12.2282,14.0381,11.549,11.7609,13.584,14.7927,12.7059,0.923333333,11.9
198209,1.0095,1.6311,6.671,3.7455,4.7147,2.2043,2.5604,4.7596,5.3514,6.3924,3.0944,5.3066,4.3604,4.3683,2.9436,2.4379,2.0892,6.3531,2.9634,0.9913,0.8586,2.4767,1.1997,0.9695,0.1973,0.773333333,1.8
198210,16.0571,12.6678,11.1115,11.7799,11.646,17.1825,12.3385,13.6379,10.3669,11.6084,15.0951,13.6012,12.429,12.9746,13.2038,15.8798,15.2087,12.6135,12.7694,12.207,14.3987,12.9679,11.4558,12.8254,7.4038,0.62,11.89
