,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,RF3,Mkt
198910,-5.1176,-5.5722,-4.9645,-4.2756,-6.7837,-4.9983,-7.0065,-4.9105,-5.8252,-7.6642,-4.0475,-5.8624,-6.2873,-5.0875,-4.6655,-2.9575,-3.6073,-7.7089,-2.9815,-4.4199,0.1327,-3.5158,-2.8281,-3.1775,-0.0705,0.69,-2.99
198911,-0.7322,0.1424,-0.5804,-0.0059,-1.2954,0.3112,1.581,0.6492,1.522,-0.887,1.5491,1.9052,-0.0364,0.7765,2.365,2.1433,2.1895,0.5085,0.3426,0.8157,1.97,2.3745,2.6647,1.2953,1.0566,0.673333333,1.72
198912,-0.7896,-0.8199,-1.0681,-0.8132,-1.6599,1.2001,-0.4174,0.6709,0.9465,0.3065,0.1981,0.7961,-1.37,1.7209,-0.0664,2.6042,2.0894,1.3727,1.4849,2.1401,0.6883,0.9755,4.495,4.941,1.0541,0.66,1.77
199001,-8.2806,-7.5898,-4.6359,-6.9495,-6.0635,-9.613,-9.3397,-7.4129,-8.0453,-9.0327,-9.4521,-9.0859,-7.5248,-7.2175,-7.8483,-6.9905,-5.8085,-7.7701,-9.0236,-9.9589,-7.6055,-5.7797,-7.0677,-7.2541,-5.7852,0.623333333,-7.28
199002,2.0056,2.0672,1.1292,3.4667,1.5431,3.4469,3.5211,2.9947,3.5541,2.4162,3.3006,3.2539,2.0372,1.3601,2.8277,1.5972,1.4677,1.5451,1.5279,3.5218,-0.1106,1.8414,2.4739,1.3788,2.0042,0.583333333,1.68
199003,4.416,2.76,2.2757,3.7239,1.4118,4.9281,4.2483,4.8162,3.1243,1.5766,5.3228,2.862,2.7133,1.4389,-0.3683,3.8881,3.8489,1.8306,1.977,-0.1681,3.9453,3.8505,0.172,0.6526,1.0406,0.593333333,2.47
199004,-2.5548,-2.3595,-1.7714,-2.4815,-3.5279,-4.0709,-3.5682,-2.0179,-2.84,-5.6906,-2.513,-2.1243,-3.2886,-5.6609,-5.8775,-2.8886,-4.1178,-6.2997,-5.2026,-5.9564,0.4673,-1.3318,-3.8571,-4.1127,-4.2175,0.633333333,-2.67
199005,8.1103,6.2534,6.0564,4.29,3.4223,10.7061,8.6635,5.7996,5.5656,3.4725,9.4636,8.7144,7.0335,5.0096,6.0695,10.8332,8.5609,10.3263,7.1977,8.674,11.5903,10.9442,7.5458,6.3937,7.8755,0.67,9.1
199006,1.1484,2.5378,2.5213,0.4706,-0.2021,0.1455,1.0576,-1.1175,-0.1219,-0.3385,1.9388,0.3895,-0.1956,-1.9422,-0.379,0.3728,-1.8484,-1.946,-1.5969,-0.4308,3.4122,-2.1308,-2.3393,-3.4491,-0.2183,0.666666667,-0.46
199007,-4.6508,-5.0622,-3.0681,-3.1925,-4.2855,-5.2197,-4.4346,-4.3436,-2.4943,-4.4695,-4.4528,-1.6283,-3.4158,-4.7102,-4.8233,-2.0782,-1.7982,-3.4776,-2.3534,-2.0197,-0.9556,-1.2344,2.2236,-1.2977,-2.0321,0.663333333,-1.22
199008,-16.622,-14.3677,-12.3498,-11.1917,-12.5003,-14.611,-13.6566,-12.4408,-10.5368,-11.31,-13.9294,-13.5252,-11.0876,-8.8579,-10.1333,-9.821,-11.5663,-10.6055,-9.1332,-10.0018,-8.5609,-10.2209,-6.5784,-9.4691,-10.5847,0.656666667,-9.49
199009,-10.6032,-9.373,-7.8163,-7.0486,-8.7458,-10.1627,-9.6871,-8.4658,-6.9358,-7.8962,-9.391,-6.9137,-6.5433,-8.0441,-8.111,-5.7786,-6.471,-9.8635,-6.9381,-7.0147,-5.1428,-5.2389,-1.4312,-6.6207,-7.4122,0.646666667,-5.52
199010,-6.4065,-6.0789,-6.6811,-5.3674,-7.1957,-6.482,-5.4881,-4.3142,-4.372,-7.6628,-4.7424,-4.9791,-4.0593,-3.0691,-4.4686,-0.9067,-3.2338,-7.5063,-1.8734,-1.2626,1.6105,-1.8344,-0.9367,0.7491,0.9417,0.646666667,-1.24
199011,3.6555,4.7966,4.5603,2.3318,0.9571,12.0368,5.8761,6.9323,7.0569,4.4437,11.059,9.5954,7.4203,7.5601,7.8109,9.1952,8.0317,11.1435,9.0918,6.0376,6.4344,7.7236,5.8334,6.1279,4.3463,0.616666667,6.92
199012,0.2449,-0.2692,0.5543,2.155,0.3704,4.4794,5.3567,4.3944,4.0325,4.2608,6.635,4.1288,3.8279,3.6714,2.685,4.0787,4.1129,4.5007,4.1902,3.6116,3.2416,3.7837,1.5957,2.199,0.8058,0.616666667,3.06
199101,7.8223,7.1538,10.4151,8.8955,11.059,10.2876,6.8405,7.1177,6.7315,8.6663,9.4254,8.7079,6.6103,8.0394,3.6378,8.4626,3.9209,8.5686,4.1444,5.325,5.1725,6.1071,1.7239,5.9153,3.9606,0.563333333,5.21
199102,14.2041,12.3241,13.1292,12.4531,12.0675,11.9351,10.3638,9.9589,8.0258,13.9066,9.3837,11.372,7.9282,8.6415,8.4598,8.5497,9.2187,8.939,7.8528,5.9178,8.0999,6.9669,5.1859,6.1818,7.9574,0.533333333,7.67
199103,10.298,8.5859,7.8886,6.0418,7.8677,7.7829,5.1402,5.5278,6.4962,6.6333,7.5886,2.5757,2.1221,4.8731,6.1235,4.7145,3.972,3.3111,3.9378,3.0043,4.526,1.8665,0.2077,1.7059,1.1927,0.48,3.09
199104,1.1185,0.8283,1.2397,0.5411,0.6545,-1.427,0.9245,0.9999,1.3242,1.3487,-2.6749,-0.868,2.9795,2.2914,1.4846,-0.7012,0.1363,3.9881,1.795,-0.3303,0.0293,0.029,-0.0269,1.3186,-0.1641,0.483333333,0.25
199105,2.3467,4.2454,4.5606,3.1471,3.1996,5.5377,2.9199,5.6589,3.4985,3.5905,3.5886,6.7428,4.8263,4.4724,0.2389,6.6351,2.7486,6.1145,4.2865,5.5082,3.9603,5.13,1.6747,3.9729,6.9031,0.48,4.12
199106,-7.1725,-3.9177,-3.9271,-4.0763,-3.7621,-5.1253,-5.233,-3.1306,-2.9782,-5.6753,-4.8119,-4.3869,-3.4646,-2.094,-4.9248,-5.2945,-4.4246,-5.7425,-3.2577,-3.4701,-4.324,-5.6952,-3.7008,-4.8476,-3.9635,0.473333333,-4.52
199107,2.5664,4.1289,2.25,3.3935,2.507,4.3314,3.4456,3.3951,3.7632,2.4064,6.0017,4.1906,4.117,3.1515,6.6721,5.9625,3.6612,2.453,4.9915,7.1372,6.3917,3.0237,4.8214,4.9334,-0.9497,0.46,4.73
199108,3.8425,4.2288,2.9693,1.4199,2.7242,4.1276,3.5961,3.5242,3.5309,3.0937,5.3903,4.5275,2.5818,4.0533,6.1102,1.5287,2.4808,2.8043,3.21,3.1384,4.3454,0.5579,2.8066,1.3635,1.5774,0.456666667,2.78
199109,4.2845,2.4771,0.4682,-0.1299,-1.2539,0.5321,0.7363,2.0125,1.0484,-2.0236,-0.0604,-0.2677,-0.7212,0.4704,-3.0206,-0.4586,-1.7675,-0.6487,0.0377,-1.0699,-2.1264,-1.1668,-0.9789,-0.0177,-2.9432,0.47,-1.13
199110,7.082,4.1088,1.5712,3.814,1.4267,2.5271,1.286,3.1497,0.6699,1.4308,2.8564,1.0107,1.2798,2.7813,3.9402,2.5275,0.5155,1.4521,2.759,3.4508,1.4122,0.9577,1.9997,2.878,1.2661,0.446666667,1.71
199111,-1.7851,-3.7404,-4.5182,-2.9196,-2.9292,-5.0355,-5.203,-2.8365,-5.1888,-6.492,-3.3319,-4.6316,-4.0358,-4.7066,-5.9493,-2.3625,-4.8911,-3.639,-3.1006,-6.2634,-1.2297,-5.4745,-5.5105,-3.543,-9.2917,0.423333333,-3.8
199112,6.271,4.1464,5.5899,4.0411,4.9363,11.3458,7.0634,5.5833,5.9717,8.0474,14.4209,10.888,7.2154,9.889,11.4363,13.2813,9.0089,9.4561,8.6562,11.0081,15.3559,8.8815,8.2931,6.8083,14.3233,0.396666667,11.22
199201,14.5054,16.1589,8.4463,14.1969,16.3092,8.195,4.6507,6.2936,7.3721,9.8848,1.5358,4.718,5.0535,5.7067,9.4641,-0.0525,2.0933,1.1075,0.5668,6.2949,-3.1827,-2.0947,-2.5034,0.2387,6.4339,0.37,-0.25
199202,-0.0753,5.5225,2.8896,4.8952,9.9462,0.4393,2.7803,1.6582,4.6513,5.9198,0.2342,2.3066,3.8797,2.843,8.3676,-0.4966,2.8867,2.7279,2.2391,4.9001,0.1827,-0.4363,1.9241,4.2442,10.8584,0.333333333,1.37
199203,-6.6959,-5.6049,-2.4171,0.4242,-1.2165,-8.5105,-2.0852,-1.6674,-0.4786,-1.0863,-5.2389,-2.007,-0.3757,0.03,-1.5609,-5.7899,-1.1487,-2.5825,-0.9061,-2.2911,-2.794,-1.7875,0.2241,-1.4379,0.7085,0.32,-2.32
199204,-10.1339,-3.5275,-4.8112,-3.8916,-2.9955,-6.2501,-3.3748,-2.7629,-2.3028,-0.2104,-5.673,-1.6028,-1.057,0.4079,2.7546,-1.9211,0.5547,1.7129,3.6443,3.9189,-0.11,5.4848,5.5763,2.7538,10.1656,0.313333333,1.39
199205,-1.5279,0.2853,-0.0271,-1.3324,1.7477,-0.3032,0.4815,1.5989,1.0541,4.0894,0.031,-0.7204,1.9615,0.691,3.7885,0.084,1.165,1.5071,0.7261,-0.004,1.1801,0.3457,-0.051,0.2231,-0.2641,0.313333333,0.58
199206,-9.1866,-5.2509,-5.2783,-5.1354,-4.2218,-5.4864,-5.6843,-2.4725,-3.257,-1.0752,-4.8509,-3.9106,-2.4206,-1.4398,-0.3986,-1.92,-4.2675,-1.3795,0.2751,-1.0486,-3.0995,0.1364,-2.2331,-0.2552,2.9685,0.306666667,-2.02
199207,0.761,0.9114,1.9136,2.8377,2.8609,2.7542,4.0933,3.1812,4.3867,3.2299,5.4651,4.6888,3.8242,4.9306,3.9119,4.9012,4.1085,3.7161,4.3212,2.3338,4.9588,3.634,4.8041,3.2283,-0.3252,0.303333333,4.08
199208,-4.5332,-2.9626,-1.7512,-1.7817,-3.2067,-4.2481,-3.4698,-0.4546,-0.5296,-3.5271,-3.9148,-1.9763,-2.2489,-1.2861,-3.1831,-1.273,-2.5249,-2.2867,-1.3956,-4.712,-0.6067,-3.0956,-0.6441,-3.6756,-8.8069,0.296666667,-2.12
199209,0.2648,1.7058,1.673,2.0516,0.5824,1.9775,1.5653,3.7546,2.2173,2.6683,2.7806,2.9054,1.8189,0.4975,1.739,0.5537,3.3828,1.7848,1.0455,0.4341,0.7211,3.4314,0.8654,0.0686,0.2032,0.276666667,1.45
199210,2.6786,1.7645,2.7763,2.1981,1.2455,4.7452,3.9655,2.6208,1.2813,2.5603,5.9535,3.5374,1.6413,2.457,1.2534,4.6694,0.725,0.9402,2.18,4.8942,2.0598,1.5197,-1.7021,-1.9156,-0.1368,0.25,1.25
199211,10.4216,10.4762,7.7209,8.4155,7.8798,9.4859,8.14,6.3245,4.5768,6.5333,9.7711,6.774,6.2755,5.0805,4.4891,7.0213,5.0074,4.065,2.8373,4.0614,3.6908,4.9118,0.6836,3.1057,8.5218,0.24,4.36
199212,1.3447,3.5484,4.9318,3.9164,5.1559,1.6393,2.5737,3.3033,6.1808,5.0777,3.1435,5.7004,2.3745,4.0948,4.435,1.4158,1.8932,4.1071,4.2422,4.422,-0.6937,3.1978,3.0841,-0.1178,2.852,0.246666667,1.81
199301,2.6368,5.6983,3.8304,5.9138,8.3129,-0.6718,3.2459,4.5308,4.6462,7.8142,-2.0186,3.4455,4.4943,3.3695,4.2575,0.9386,1.5379,2.9577,2.7308,4.5674,-2.3959,0.9799,0.8102,3.293,9.3035,0.246666667,1.16
199302,-7.4755,-5.0275,-2.1567,-0.396,0.7716,-8.0287,-4.5898,-0.4179,2.6545,1.8102,-8.0371,0.3092,1.4715,0.6274,3.5514,-4.8684,1.752,1.5618,2.9352,2.4008,-3.0406,2.2396,5.0547,4.9061,2.0964,0.243333333,0.34
199303,0.5647,1.7282,3.5797,2.5555,5.0206,0.9711,2.4514,3.8765,2.185,3.6292,4.8407,3.1912,3.0361,3.2332,6.2499,2.682,4.952,4.0029,3.2711,1.9813,0.724,3.5665,3.3187,0.7276,3.4326,0.233333333,2.55
199304,-4.1627,-4.4905,-2.8846,-2.2417,-1.2773,-3.1097,-3.1547,-1.6772,-2.4525,-4.1744,-4.3576,-2.7604,-2.9063,-1.6561,-1.4411,-4.9228,-2.5369,-1.8577,-1.5275,-1.8904,-5.9757,-2.2414,-0.2467,-1.5603,1.1337,0.236666667,-2.81
199305,5.1281,4.3906,3.7899,2.9667,4.7159,7.1582,4.5795,3.412,1.5825,4.105,7.7674,6.6125,2.9188,2.4036,2.2442,6.9072,4.0917,2.0834,1.047,2.7051,3.1325,4.4466,1.3837,1.7511,-0.5114,0.236666667,3.11
199306,-1.8529,0.5392,0.0052,-0.7061,2.0291,-0.299,0.7393,0.5218,0.3507,2.3895,-0.7925,0.3659,1.5054,2.7532,0.9759,0.7747,0.5774,2.2658,1.2112,3.8208,-2.4588,1.0467,1.7227,1.7786,4.8369,0.236666667,0.56
199307,-1.5801,-0.4635,0.9889,2.2235,3.3065,0.0272,0.4369,1.2937,2.6648,1.9458,-0.4416,0.0889,1.0371,2.2459,-0.3266,-2.5862,1.2224,1.0988,2.2433,0.521,-3.4786,0.2841,0.9944,2.4898,0.4901,0.236666667,-0.1
199308,3.9236,5.0806,3.6891,3.3599,3.1525,3.567,5.8502,4.7899,5.3485,3.4667,4.0981,4.8447,3.6125,3.0876,2.8715,6.2235,3.471,4.7677,3.5216,4.9415,3.6979,2.1241,4.1203,4.3211,2.4061,0.246666667,3.96
199309,2.3758,2.2795,2.8704,2.9199,3.3643,3.6679,3.6037,2.288,2.4075,2.1137,4.0837,0.9013,1.2293,1.6718,0.3897,0.3542,2.0958,0.3256,-0.8587,-1.1434,-0.8785,-1.6586,-0.0633,1.3723,-3.0292,0.25,0.14
199310,5.0717,4.8183,4.6049,4.2763,4.4294,3.9414,2.1134,0.9706,1.2371,0.669,1.9377,-1.2007,0.592,0.1412,3.8927,3.3032,0.3595,-0.5361,-0.8761,-1.1033,4.1305,0.5453,-0.1138,-0.7581,5.807,0.243333333,1.63
199311,-3.9864,-2.9084,-2.0913,-1.9963,-1.9051,-2.7271,-3.1675,-2.5316,-4.565,-3.6016,-2.593,-2.4758,-2.9802,-3.2431,-1.1054,-2.2796,-2.9527,-2.1538,-2.413,-4.8286,1.4717,-1.6503,-2.972,-3.4595,3.3995,0.243333333,-1.64
199312,0.6336,0.8162,1.7621,1.2977,1.146,2.3055,4.4959,4.691,1.3829,3.9356,3.9766,6.0748,5.5153,3.5518,2.8158,4.2046,5.5939,3.8263,2.3246,3.6294,0.0619,2.3001,0.6426,1.4215,2.7047,0.233333333,1.88
199401,2.5231,6.4221,5.2199,5.5942,6.023,1.3479,2.1188,1.8199,3.0118,4.8415,2.0211,1.8654,1.5114,2.2116,7.092,2.6863,3.2829,3.9398,2.5382,3.0752,1.3388,3.8167,4.8533,2.8985,5.7495,0.243333333,3.12
199402,-3.2648,1.6107,-0.4299,-0.2226,0.03,-0.3206,0.2304,0.3351,-1.7849,-1.5042,-0.877,1.9028,0.8184,-1.7823,-1.7715,-0.997,0.0913,-1.7459,-2.5406,-5.0776,-1.8034,-2.0071,-3.4089,-4.9451,-4.9206,0.23,-2.34
199403,-7.4836,-5.1801,-4.1152,-5.0903,-3.0634,-7.2209,-5.2891,-5.0979,-3.7622,-6.1175,-5.8299,-4.7278,-4.6849,-4.0813,-5.5867,-5.5226,-4.9534,-4.5492,-2.751,-2.3017,-4.7551,-3.8504,-2.8363,-4.6203,-4.3545,0.243333333,-4.51
199404,-3.8063,-0.5459,-1.5124,-0.6418,0.692,-0.9591,0.605,1.523,1.4068,2.2532,-1.4752,2.2886,0.9518,0.9016,1.7226,-0.2966,0.9333,1.6427,2.3104,0.9984,1.4045,-1.0589,3.0746,1.245,2.304,0.25,0.95
199405,-2.2816,-2.0991,-0.404,-0.4229,-0.5303,-2.3114,-2.3715,-1.3016,0.2373,1.104,-2.1919,-1.5601,0.396,-1.1092,-0.3664,-0.1704,0.1885,0.2445,-1.255,-1.3097,1.1602,3.8952,1.8254,0.6958,1.0387,0.283333333,0.89
199406,-6.6419,-4.3806,-4.5319,-2.2087,-1.7469,-5.5323,-2.9018,-0.5133,-1.3869,-1.297,-4.5132,-2.6204,0.0283,-0.9564,-1.7324,-5.1754,-2.7705,-2.0474,-1.7311,-3.7981,-2.4607,-3.0781,-2.1279,-1.7658,-3.6947,0.296666667,-2.72
199407,0.4516,-0.2132,0.033,0.4933,1.3507,2.4385,2.1596,1.7681,2.2089,3.0778,3.0996,1.7783,1.778,3.2001,4.0494,2.2541,2.7598,3.8913,5.1415,5.2907,2.6749,3.3742,4.4958,3.478,2.556,0.3,3.1
199408,3.5672,4.4022,4.2776,2.277,3.1286,9.2396,6.0045,3.5905,4.4934,4.9086,9.8086,4.0689,5.5154,1.9419,6.2508,7.941,5.302,1.9155,3.1035,5.2586,6.2311,3.1447,1.2664,4.2358,1.9561,0.32,4.38
199409,1.0523,1.7119,1.0084,2.5678,0.779,0.199,0.5273,-0.275,-0.7947,-1.4726,1.056,-1.91,-1.8421,-1.4036,-1.3347,-0.5179,-2.5777,-1.9807,-3.701,-2.8021,-0.5573,-3.6769,-3.2214,-3.2312,-6.0177,0.34,-1.94
199410,-0.9996,1.2222,-0.0483,1.7156,-0.2566,1.6727,0.0301,-0.728,-0.9204,-3.5654,3.0878,-0.0817,0.0215,-1.3493,-1.7808,1.3539,1.0005,-0.039,-0.2403,-2.8014,3.066,1.8351,3.5509,2.076,0.1161,0.373333333,1.72
199411,-4.3998,-3.2961,-3.5965,-2.954,-2.9924,-2.6891,-3.932,-3.9165,-3.7024,-5.3281,-5.5188,-4.2105,-4.0035,-3.3957,-5.1114,-3.8154,-3.5076,-4.2322,-3.6166,-6.2355,-1.7822,-4.8962,-2.7695,-5.4069,-3.8289,0.373333333,-3.67
199412,-3.1105,-0.4422,-0.3572,0.1403,-0.2167,1.7544,2.2432,2.3971,2.3517,1.4356,1.7663,3.5551,2.0548,3.1695,4.5029,1.9159,1.0503,0.4388,0.8394,1.4324,0.6601,2.1145,0.8291,1.7995,2.0812,0.396666667,1.3
199501,1.7385,2.1447,3.6001,1.3421,2.5508,-1.7041,-0.7436,-0.2445,-0.3831,0.0535,-1.7239,-1.3779,-1.059,0.8154,-0.228,0.7436,1.0995,1.5324,3.4704,2.408,2.8608,3.0872,4.5067,2.0286,1.3251,0.41,2.22
199502,2.242,3.469,1.8862,2.0391,3.4984,3.5896,3.7546,3.3948,4.016,5.3272,5.7033,4.4652,4.5143,4.6761,5.7447,3.9339,5.4686,4.7731,3.7723,5.1731,3.3652,4.8079,2.5006,4.38,6.4333,0.42,4.03
199503,0.8351,1.8566,0.9249,1.3072,0.6992,4.0714,1.2601,2.9507,1.474,2.0064,3.5744,2.4866,1.1394,0.3209,1.543,3.1495,3.4063,1.9116,2.2295,0.5315,2.9169,3.2878,2.5303,2.366,2.0374,0.426666667,2.65
199504,1.7122,3.3029,2.6047,2.1262,4.3142,0.3087,1.0957,3.6632,2.9104,3.1762,0.279,0.6346,2.3617,3.7307,2.5482,1.1008,1.7489,3.0625,1.2741,3.1906,2.5141,2.4493,2.8861,3.6687,5.1139,0.433333333,2.55
199505,1.7109,2.7257,1.2747,1.5252,3.319,1.2746,1.3417,1.3607,2.6977,2.9293,2.1392,-0.6208,2.991,2.7741,2.4529,2.0724,1.7537,2.1686,3.7218,4.7767,3.8002,3.0919,4.5346,5.156,6.0142,0.48,3.44
199506,7.7506,7.9655,5.8377,4.3567,5.2001,9.6023,4.6195,4.12,4.9773,4.306,6.4579,2.2955,3.7137,3.2096,2.4175,6.7675,3.8396,2.1191,2.4359,3.0631,3.9573,1.5803,0.4016,2.1505,1.5491,0.483333333,3.19
199507,7.0121,6.1855,5.8478,4.2882,4.9968,9.0664,6.0782,3.7609,6.1776,4.6032,8.1134,4.0936,4.4675,4.6874,5.5389,8.3388,5.2255,3.761,4.0709,3.1601,2.9607,3.4595,4.1321,3.9305,2.8463,0.486666667,4.17
199508,4.2069,4.7989,4.2384,3.7912,4.1203,0.6475,1.4715,1.9956,3.2405,3.5307,0.4341,1.4922,1.8455,3.2523,3.9571,0.1076,1.83,1.8454,2.1056,3.4404,0.0073,0.8014,-0.225,1.5667,4.1535,0.463333333,1.02
199509,3.2478,2.8615,1.6408,2.3301,2.3826,2.0117,1.9562,1.9474,2.5164,0.1925,2.8085,0.6375,2.1283,2.2869,-0.6792,3.9458,1.6329,1.6531,2.4349,1.2675,5.8315,3.9406,2.2788,5.5922,3.9063,0.45,3.78
199510,-6.1007,-6.2145,-5.0503,-2.561,-2.8636,-6.924,-6.7079,-5.4816,-4.4422,-5.2489,-2.5982,-3.9364,-2.4082,-3.3978,-3.4385,-1.6445,-4.4116,-2.5214,-0.0678,-2.8465,0.5649,1.119,0.5834,-3.4185,-3.5476,0.456666667,-1.05
199511,1.8506,2.2909,0.9792,2.3587,1.4575,4.8127,4.5954,3.7718,5.3283,5.6605,6.1018,3.2602,3.6019,4.6657,6.3385,4.5413,3.5021,4.1783,4.5645,5.9463,4.5728,2.524,4.3501,6.9935,5.0636,0.44,4.38
199512,2.321,3.2712,1.5431,1.5701,1.3767,2.6655,3.4174,3.2888,2.7175,3.2875,1.5476,2.0177,2.904,2.7789,0.7146,-2.0034,0.7837,1.891,1.2466,-0.6929,0.572,2.1059,3.4764,1.2158,3.1858,0.46,1.52
199601,2.0548,-0.0982,1.1609,0.8836,1.1251,-0.3887,-1.037,0.4124,-0.5435,1.408,-2.6107,0.6636,-0.1319,1.4748,0.247,1.5708,2.171,2.109,1.6227,2.1869,3.9214,3.0157,3.0408,3.6408,3.3085,0.446666667,2.69
199602,3.4109,1.9928,2.9638,2.801,3.3265,5.2348,4.8393,1.934,2.2219,1.9202,5.2853,3.7255,2.0873,2.2476,1.7033,5.42,0.7826,1.3979,0.9337,-1.0854,1.0105,1.6475,1.5241,1.2915,2.1152,0.436666667,1.72
199603,2.8526,3.7319,2.3475,4.7091,2.0717,2.3052,2.1575,1.4152,1.7934,3.8941,2.6583,1.5442,3.6016,3.1103,2.1065,1.1484,1.2546,2.1998,0.6405,2.6414,-0.3124,1.2971,0.9815,2.2487,2.7111,0.403333333,1.12
199604,8.6148,9.4924,8.9173,5.6329,5.6471,10.3163,7.6616,2.8944,4.0202,6.2446,6.4825,3.5606,1.95,1.6544,0.4777,6.327,5.4228,3.4121,0.1755,-1.9405,1.4479,2.6453,1.4738,-0.8985,0.1574,0.413333333,2.52
199605,8.0608,6.0118,8.1608,7.2643,5.0301,6.2052,3.7329,4.7045,4.7009,7.7127,3.5044,3.2256,1.5655,1.9488,0.6847,3.026,0.1213,1.244,1.1982,0.4179,4.5373,1.0161,0.3661,2.5081,2.6798,0.423333333,2.78
199606,-7.4856,-5.8331,-4.7502,-3.2158,-2.3445,-6.7601,-3.906,-2.1432,-0.3132,-5.3688,-7.7428,-1.3125,-1.242,-0.6127,-1.0857,-4.0986,-2.0598,-1.1219,1.0034,0.5325,1.4527,0.1751,0.4201,-0.7354,-2.2842,0.426666667,-0.74
199607,-14.5677,-9.8752,-7.6268,-4.2618,-5.7345,-15.3485,-9.3522,-7.185,-4.9306,-6.1525,-11.7986,-7.1884,-4.7452,-6.0205,-6.1154,-8.9306,-5.4033,-4.8459,-4.201,-5.3094,-5.1902,-4.4775,-2.7851,-3.9728,-4.6568,0.423333333,-5.52
199608,4.6451,4.5832,3.9394,4.0324,3.9314,7.8236,6.3185,2.5863,5.0474,5.3031,8.1337,6.3748,5.7411,6.9226,4.2551,5.6965,5.6183,5.165,4.8059,4.5665,1.4588,1.707,4.1146,2.3729,2.8224,0.42,3.18
199609,2.8191,2.5801,2.3151,3.0226,2.9315,5.6572,2.8205,2.4398,3.4169,4.3324,8.0135,4.3292,3.0305,2.2627,2.2825,5.7436,4.615,3.0356,4.1167,3.7492,7.2927,4.8186,4.7156,3.5298,1.4872,0.433333333,5.45
199610,-5.6069,-2.2115,-1.2653,1.2758,0.8819,-5.235,-2.0219,1.196,1.9723,1.1886,-6.4961,-2.6432,0.2971,2.3545,-0.2224,-3.7593,1.8204,1.5598,2.6755,3.1488,1.4585,1.7749,4.4422,4.94,5.9576,0.423333333,1.28
199611,-0.7215,2.2348,3.3999,4.5609,4.1943,1.5357,3.206,4.9033,4.0483,4.0121,1.6777,6.4263,6.3477,6.3005,4.7392,5.6621,5.2186,6.5032,5.8358,8.63,7.8051,6.9843,7.845,8.469,6.9112,0.423333333,6.66
199612,-0.88,1.9289,2.317,2.2484,1.7731,1.4662,1.5739,3.5801,3.6741,1.8001,-0.4868,0.4863,1.9771,0.6971,2.0694,-2.209,0.1598,-0.2569,0.4159,1.8016,-2.2001,-0.4616,-2.4241,-1.7193,-2.3746,0.43,-1.24
199701,6.2409,5.5924,6.4558,4.7387,3.7829,3.7506,3.5338,1.2176,1.1031,1.949,0.2711,3.5399,2.1041,2.8827,4.5933,2.335,3.9862,3.4985,1.5735,5.0034,7.928,5.5893,5.0652,4.9362,3.7747,0.44,5.43
199702,-5.8856,-5.0732,-1.806,0.2874,1.0802,-9.2232,-1.9404,-1.1102,1.2042,2.542,-6.5626,-0.4836,0.5673,0.9981,1.219,-3.9256,1.4218,0.9536,2.3453,3.5476,0.6262,-0.8112,0.0553,3.1239,3.0198,0.433333333,-0.1
199703,-9.6579,-6.4816,-3.4041,-1.9709,-2.1757,-9.1453,-5.8044,-2.297,-2.6395,-1.3264,-7.9284,-3.754,-3.2915,-2.1585,-2.6884,-7.2133,-4.8155,-2.3842,-4.2936,-3.6301,-5.4621,-2.5557,-2.6549,-5.2716,-5.5564,0.423333333,-4.59
199704,-5.1685,-3.7781,-3.1615,-1.5275,-2.524,-4.0697,0.0739,-0.6257,2.0922,0.3508,-1.3572,2.8634,3.3537,3.3339,1.8462,1.9184,2.8921,2.7242,2.7619,1.9183,8.1838,3.3444,5.1291,3.7312,3.9435,0.416666667,4.47
199705,12.221,12.4833,10.3587,8.2984,8.1597,17.7587,12.8222,9.6173,9.8335,7.8216,15.3668,10.7318,6.6338,7.0832,8.4427,9.7637,7.2795,5.4288,7.1606,7.7508,6.3683,6.8974,5.4777,5.2665,5.4763,0.45,7.23
199706,3.9905,4.7059,5.8211,7.8721,7.0661,2.9259,4.6422,6.481,5.7843,6.5034,4.0321,3.4283,4.9768,5.3894,5.5872,2.0943,4.2482,4.0479,3.6166,4.1847,4.3774,3.5513,5.149,4.8105,2.0833,0.43,4.47
199707,3.8498,5.3367,6.0049,6.0807,5.8651,4.984,5.755,3.8716,5.0722,5.6062,5.1423,6.8238,6.47,5.737,6.2814,6.8033,6.8983,7.0316,7.169,6.0594,8.1078,7.7351,10.1114,6.5627,9.2445,0.43,7.76
199708,5.7735,4.3904,3.2228,4.0913,4.2535,3.8697,1.709,4.2849,2.2851,3.5656,2.7649,3.1223,1.0537,-0.1105,1.0028,0.2184,0.1419,0.3093,-1.1212,0.4015,-7.2113,-3.5897,-5.7716,-5.4269,-2.9501,0.403333333,-3.74
199709,10.4498,9.8801,9.7585,8.2231,8.7715,7.5798,7.9963,7.8594,7.8971,6.7087,7.0601,6.9195,7.447,6.5965,6.4317,5.2079,4.8777,5.9958,6.0318,4.0086,4.8681,5.5274,6.0231,6.7636,6.3487,0.426666667,5.79
