date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other,Mkt-RF,Mkt,RF,TB3MS
199903,-5.37,-3.72,-3.71,21.09,-0.48,7.16,-1.95,-1.9,-0.99,-1.99,3.45,3.88,0.43,4.44
199904,6.2,12.55,13.11,14.76,9.02,21.31,7.93,3.21,5.99,7.29,4.33,4.7,0.37,4.29
199905,4.04,6.61,2.79,0.03,6.96,2.71,2.45,5.89,6.92,1.5,-2.46,-2.12,0.34,4.5
199906,1.69,4.22,3.97,3.62,7.37,7.09,3.11,3.66,0.95,2.27,4.77,5.17,0.4,4.57
199907,-1.46,-0.17,0.52,4.28,1.83,2.21,-1.09,3.94,2.22,0.03,-3.47,-3.09,0.38,4.55
199908,-6,-6.53,-4.17,2.17,-0.87,-2.26,-7.47,-1.63,0.72,-4.3,-1.38,-0.99,0.39,4.72
199909,-2.95,-5.65,-3.77,-0.1,1.94,1.08,-2.78,-1.35,-2.53,-2.94,-2.81,-2.42,0.39,4.68
199910,-0.95,-3.16,-3.4,-6.75,4.49,8.86,-3.2,-2.71,2.02,-0.03,6.13,6.52,0.39,4.86
199911,-0.2,3.88,2.93,-1.32,28.93,14.4,6.92,13.21,-2.49,2.85,3.37,3.73,0.36,5.07
199912,0.33,3.02,4.48,0.65,25.3,20.49,2.2,15.82,-1.76,1.62,7.72,8.16,0.44,5.2
200001,1.69,3.91,3.3,7.49,12.27,4.21,0.76,24.04,2.38,-0.74,-4.74,-4.33,0.41,5.32
200002,3.61,6.65,5.23,4.59,34.45,21.89,2.04,43,-4.37,1.16,2.45,2.88,0.43,5.55
200003,4.65,6.47,3.92,16.86,-3.46,-2.76,3.54,-9.05,6,1.8,5.2,5.67,0.47,5.69
200004,-4.39,-6.58,-2.78,-3.8,-20.29,-17.52,-5.49,-13.74,5.55,-3.94,-6.4,-5.94,0.46,5.66
200005,-1.65,-8.06,-4.4,16.03,-14.3,-13.75,-5.92,-7.34,2.3,-2.35,-4.42,-3.92,0.5,5.79
200006,2.4,2.54,3.43,3.54,17.27,10.41,1.95,19.12,-3.02,2.49,4.64,5.04,0.4,5.69
200007,0.56,-1.36,-0.72,-6.34,-8.23,-9.72,-2.69,-2.45,5.25,1.84,-2.51,-2.03,0.48,5.96
200008,2.4,5.69,4.09,16.16,10.04,-0.27,2.72,12.8,6.92,4.14,7.03,7.53,0.5,6.09
200009,-0.52,-6.34,-5.28,4.55,-10.82,-16.08,-5.58,-0.14,6.83,-0.98,-5.45,-4.94,0.51,6
200010,-4.42,-5.02,-3.09,-7.29,-13.14,-11.75,-5.73,-8.14,-1.06,-3.67,-2.76,-2.2,0.56,6.11
200011,-6.94,-12.24,-8.42,-4.94,-26.63,-27.39,-10.16,-13.72,3.81,-5.7,-10.72,-10.21,0.51,6.17
200012,-0.8,-1.91,1.6,24.93,-9.57,-5.51,-3.79,-3.65,8.24,2.76,1.19,1.69,0.5,5.77
200101,18.58,20.79,16.37,0.46,46.59,53.13,27.78,22.06,-7.14,15.58,3.13,3.67,0.54,5.15
200102,-0.76,-1.98,-2.94,1.24,-21.72,-20.08,-2.87,-9.21,2.94,-2,-10.05,-9.67,0.38,4.88
200103,-2.88,-5.8,-4.94,0.51,-16.39,-16.26,-4,-9.38,2.39,-2.62,-7.26,-6.84,0.42,4.42
200104,3.74,8.79,5.94,7.77,14.22,3.07,5.73,12.55,3.92,4.17,7.94,8.33,0.39,3.87
200105,7.05,8.2,6.05,4.63,4.3,0.38,8.52,13.56,1.14,7.07,0.72,1.04,0.32,3.62
200106,0.42,2.67,-0.77,-12.75,-0.13,-0.03,3.18,7.27,-1.89,2.92,-1.94,-1.66,0.28,3.49
200107,0.16,-1.74,-2.4,-3.72,-9.77,-10.67,-0.48,-2.73,-3.21,1.2,-2.13,-1.83,0.3,3.51
200108,-0.92,-3.92,-3.28,-5.92,-10,-11.94,0.47,-2.83,0.7,-1.23,-6.46,-6.15,0.31,3.36
200109,-11.71,-17.72,-13.81,-13.68,-18.97,-20.26,-12.49,-11.85,-4.69,-9.34,-9.25,-8.97,0.28,2.64
200110,3.74,4.86,3.63,11.9,20.7,6.22,4.49,11.88,0.14,1.72,2.46,2.68,0.22,2.16
200111,4.98,9.16,6.18,-5.24,15.23,15.51,8.91,7.12,0.53,5.62,7.54,7.71,0.17,1.87
200112,4.17,6.77,4.86,6.4,8.79,7.48,6.7,6.36,4.06,5.57,1.61,1.76,0.15,1.69
200201,2.11,5.49,2.31,-5.02,3.53,-11.58,5.67,-3.23,-2.54,2.91,-1.44,-1.3,0.14,1.65
200202,1.51,0.14,0.41,1.61,-11.84,-12.72,-1.99,-7.94,0.26,-0.13,-2.29,-2.16,0.13,1.72
200203,8.21,7.01,9.58,14.33,10.31,5.53,8.57,6.42,7.69,6.23,4.24,4.37,0.13,1.79
200204,5.22,5.62,1.53,1.12,-6.47,-7.21,4.87,-6.26,0.81,3.57,-5.2,-5.05,0.15,1.71
200205,1.38,-2.24,-2.48,-5.28,-6.91,-7.17,1.73,-3.89,-4.13,0.25,-1.38,-1.24,0.14,1.73
200206,-4.26,-4.9,-5.29,-5.7,-13.5,-17.52,-4.92,-10.09,-4.07,-2.8,-7.21,-7.08,0.13,1.7
200207,-9.98,-12.34,-11.95,-14.98,-15.43,-12.2,-14.47,-11.06,-11.69,-9.21,-8.18,-8.03,0.15,1.68
200208,0.09,0.26,-1.07,4.71,0.53,1.62,-1.65,-0.66,3.17,0.95,0.5,0.64,0.14,1.62
200209,-8,-7.96,-9.38,-5.13,-14.32,-11.02,-7.8,-8.7,-7.34,-5.41,-10.35,-10.21,0.14,1.63
200210,3.96,0.75,2.72,1.57,12.68,9.5,0.49,4.7,-0.36,1.69,7.84,7.98,0.14,1.58
200211,8.49,9,9.99,2.95,26.98,26.05,9.87,11.36,3.34,6.78,5.96,6.08,0.12,1.23
200212,-1.84,-4.52,-4.93,1.9,-11.41,-7.16,-5.83,-7.08,2.28,-1.29,-5.76,-5.65,0.11,1.19
200301,-2.05,-1.67,-1.68,2.58,1.94,-0.6,-2.8,1.71,-1.78,0.68,-2.57,-2.47,0.1,1.17
200302,-2.85,-4.51,-3.71,4.39,-3.1,-5.49,-4.51,-2.67,-3.98,-1.56,-1.88,-1.79,0.09,1.17
200303,0.38,-4.09,-1.05,-0.85,1,0.93,0.63,4.83,3.85,1.84,1.09,1.19,0.1,1.13
200304,7.95,10.09,8.03,1.43,12.62,15.04,10.07,15.46,9.39,8.29,8.22,8.32,0.1,1.13
200305,6.84,5.48,10.31,20.54,23.38,18.32,10.29,23.67,10.59,8.63,6.05,6.14,0.09,1.07
200306,3.33,3.93,2.95,6.02,5.64,9,7.48,8.72,-0.97,4.18,1.42,1.52,0.1,0.92
200307,3.71,8.31,6.55,-4.2,12.38,6.93,8.3,6.73,-2.24,6.15,2.35,2.42,0.07,0.9
200308,4.17,5.49,6.62,7.39,7.74,2.12,6.58,4.61,1.05,2.94,2.34,2.41,0.07,0.95
200309,2.17,0.63,-0.17,-0.19,4.02,-0.47,-0.15,7.21,2.77,1.73,-1.24,-1.16,0.08,0.94
200310,6.01,9.63,9.19,5.56,12.68,5.91,10.1,5.05,3.14,7.34,6.08,6.15,0.07,0.92
200311,3.21,1.58,4.12,2.79,4.99,5.08,3.51,2.69,2.3,3.89,1.35,1.42,0.07,0.93
200312,2.75,4.67,7.01,17.31,0.42,3.89,2.04,4.07,4.16,3.12,4.29,4.37,0.08,0.9
200401,4.96,3.06,5.33,5.45,12.38,8.42,5.53,11.95,2.18,4.14,2.15,2.22,0.07,0.88
200402,4.27,-0.67,1.48,4.59,-2.54,-2.55,3.88,0.45,2.18,2.17,1.4,1.46,0.06,0.93
200403,0.31,-0.6,0.63,3.17,-1.68,-4.35,1.5,0.31,0.87,1.1,-1.32,-1.23,0.09,0.94
200404,-0.19,-0.98,-1.22,3.06,-7.19,-5.46,-1.85,-1.19,-2.97,-3.29,-1.83,-1.75,0.08,0.94
200405,0.48,-2.24,0.87,-1.1,2.22,-2.38,-0.9,-3.95,0.36,0.36,1.17,1.23,0.06,1.02
200406,2.68,3.85,6.46,8.02,1.35,-2.06,3.46,-0.09,2.68,2.53,1.86,1.94,0.08,1.27
200407,-5.07,-5.55,-4.73,0.65,-13.49,-8.58,-5.47,-9.98,-0.82,-2.95,-4.06,-3.96,0.1,1.33
200408,-2.1,-4.31,-1.39,-5.02,-3.05,-2.47,-2.86,0.17,3.02,0.09,0.08,0.19,0.11,1.48
200409,1.61,0.63,4.66,12.58,4.59,1.48,4.18,4.22,1.68,3.62,1.6,1.71,0.11,1.65
200410,1.71,-0.34,0.16,2.54,3.56,2.88,2.41,-1.17,2.42,2.39,1.43,1.54,0.11,1.76
200411,6.87,8.87,12.06,9.6,9.62,12.65,9.71,8.2,5.47,6.91,4.54,4.69,0.15,2.07
